EMSL Dataset ID (NMDC omics_processing ID),Omics Type,Researcher Sample Name,NMDC biosample ID (IGSN)
749039,Organic Matter Characterization,117,IEWFS0003
769650,Lipidomics,117,IEWFS0003
769694,Lipidomics,117,IEWFS0003
724056,Organic Matter Characterization,118,IEWFS0004
724407,Organic Matter Characterization,118,IEWFS0004
738628,Organic Matter Characterization,118,IEWFS0004
738630,Organic Matter Characterization,118,IEWFS0004
738631,Organic Matter Characterization,118,IEWFS0004
738632,Organic Matter Characterization,118,IEWFS0004
738633,Organic Matter Characterization,118,IEWFS0004
739459,Organic Matter Characterization,118,IEWFS0004
743559,Organic Matter Characterization,118,IEWFS0004
747976,Organic Matter Characterization,118,IEWFS0004
749031,Organic Matter Characterization,118,IEWFS0004
749044,Organic Matter Characterization,118,IEWFS0004
769672,Lipidomics,118,IEWFS0004
769695,Lipidomics,118,IEWFS0004
723577,Organic Matter Characterization,119,IEWFS0005
723578,Organic Matter Characterization,119,IEWFS0005
724057,Organic Matter Characterization,119,IEWFS0005
738636,Organic Matter Characterization,119,IEWFS0005
738637,Organic Matter Characterization,119,IEWFS0005
738638,Organic Matter Characterization,119,IEWFS0005
738640,Organic Matter Characterization,119,IEWFS0005
739460,Organic Matter Characterization,119,IEWFS0005
743560,Organic Matter Characterization,119,IEWFS0005
747977,Organic Matter Characterization,119,IEWFS0005
749032,Organic Matter Characterization,119,IEWFS0005
749045,Organic Matter Characterization,119,IEWFS0005
769637,Lipidomics,119,IEWFS0005
771489,Lipidomics,119,IEWFS0005
723579,Organic Matter Characterization,120,IEWFS0006
724058,Organic Matter Characterization,120,IEWFS0006
724408,Organic Matter Characterization,120,IEWFS0006
738641,Organic Matter Characterization,120,IEWFS0006
738642,Organic Matter Characterization,120,IEWFS0006
738643,Organic Matter Characterization,120,IEWFS0006
738644,Organic Matter Characterization,120,IEWFS0006
738645,Organic Matter Characterization,120,IEWFS0006
738646,Organic Matter Characterization,120,IEWFS0006
743561,Organic Matter Characterization,120,IEWFS0006
747960,Organic Matter Characterization,120,IEWFS0006
749028,Organic Matter Characterization,120,IEWFS0006
749041,Organic Matter Characterization,120,IEWFS0006
769638,Lipidomics,120,IEWFS0006
769685,Lipidomics,120,IEWFS0006
723580,Organic Matter Characterization,121,IEWFS0007
723581,Organic Matter Characterization,121,IEWFS0007
724059,Organic Matter Characterization,121,IEWFS0007
731077,Organic Matter Characterization,121,IEWFS0007
731078,Organic Matter Characterization,121,IEWFS0007
738647,Organic Matter Characterization,121,IEWFS0007
738648,Organic Matter Characterization,121,IEWFS0007
738649,Organic Matter Characterization,121,IEWFS0007
738650,Organic Matter Characterization,121,IEWFS0007
738651,Organic Matter Characterization,121,IEWFS0007
739461,Organic Matter Characterization,121,IEWFS0007
743562,Organic Matter Characterization,121,IEWFS0007
747940,Organic Matter Characterization,121,IEWFS0007
747988,Organic Matter Characterization,121,IEWFS0007
748036,Organic Matter Characterization,121,IEWFS0007
769653,Lipidomics,121,IEWFS0007
769667,Lipidomics,121,IEWFS0007
724060,Organic Matter Characterization,122,IEWFS0008
724409,Organic Matter Characterization,122,IEWFS0008
724410,Organic Matter Characterization,122,IEWFS0008
738652,Organic Matter Characterization,122,IEWFS0008
738653,Organic Matter Characterization,122,IEWFS0008
738655,Organic Matter Characterization,122,IEWFS0008
738656,Organic Matter Characterization,122,IEWFS0008
738657,Organic Matter Characterization,122,IEWFS0008
739462,Organic Matter Characterization,122,IEWFS0008
743563,Organic Matter Characterization,122,IEWFS0008
747954,Organic Matter Characterization,122,IEWFS0008
748002,Organic Matter Characterization,122,IEWFS0008
769657,Lipidomics,122,IEWFS0008
769666,Lipidomics,122,IEWFS0008
723583,Organic Matter Characterization,123,IEWFS0009
723584,Organic Matter Characterization,123,IEWFS0009
724061,Organic Matter Characterization,123,IEWFS0009
738658,Organic Matter Characterization,123,IEWFS0009
738659,Organic Matter Characterization,123,IEWFS0009
738660,Organic Matter Characterization,123,IEWFS0009
738661,Organic Matter Characterization,123,IEWFS0009
738662,Organic Matter Characterization,123,IEWFS0009
739463,Organic Matter Characterization,123,IEWFS0009
743564,Organic Matter Characterization,123,IEWFS0009
747939,Organic Matter Characterization,123,IEWFS0009
747987,Organic Matter Characterization,123,IEWFS0009
748035,Organic Matter Characterization,123,IEWFS0009
769651,Lipidomics,123,IEWFS0009
769699,Lipidomics,123,IEWFS0009
705701,Organic Matter Characterization,134,IEWFS000A
705702,Organic Matter Characterization,134,IEWFS000A
705703,Organic Matter Characterization,134,IEWFS000A
705704,Organic Matter Characterization,134,IEWFS000A
705705,Organic Matter Characterization,134,IEWFS000A
705706,Organic Matter Characterization,134,IEWFS000A
705707,Organic Matter Characterization,134,IEWFS000A
705927,Organic Matter Characterization,134,IEWFS000A
705928,Organic Matter Characterization,134,IEWFS000A
705929,Organic Matter Characterization,134,IEWFS000A
705930,Organic Matter Characterization,134,IEWFS000A
713582,Organic Matter Characterization,134,IEWFS000A
713591,Organic Matter Characterization,134,IEWFS000A
713600,Organic Matter Characterization,134,IEWFS000A
715134,Organic Matter Characterization,134,IEWFS000A
715305,Organic Matter Characterization,134,IEWFS000A
717358,Organic Matter Characterization,134,IEWFS000A
717359,Organic Matter Characterization,134,IEWFS000A
717360,Organic Matter Characterization,134,IEWFS000A
717365,Organic Matter Characterization,134,IEWFS000A
717366,Organic Matter Characterization,134,IEWFS000A
717367,Organic Matter Characterization,134,IEWFS000A
705708,Organic Matter Characterization,135,IEWFS000B
705709,Organic Matter Characterization,135,IEWFS000B
705710,Organic Matter Characterization,135,IEWFS000B
705711,Organic Matter Characterization,135,IEWFS000B
705712,Organic Matter Characterization,135,IEWFS000B
705713,Organic Matter Characterization,135,IEWFS000B
705714,Organic Matter Characterization,135,IEWFS000B
705931,Organic Matter Characterization,135,IEWFS000B
705932,Organic Matter Characterization,135,IEWFS000B
705933,Organic Matter Characterization,135,IEWFS000B
705934,Organic Matter Characterization,135,IEWFS000B
713583,Organic Matter Characterization,135,IEWFS000B
713592,Organic Matter Characterization,135,IEWFS000B
713601,Organic Matter Characterization,135,IEWFS000B
715135,Organic Matter Characterization,135,IEWFS000B
715136,Organic Matter Characterization,135,IEWFS000B
715137,Organic Matter Characterization,135,IEWFS000B
715306,Organic Matter Characterization,135,IEWFS000B
715307,Organic Matter Characterization,135,IEWFS000B
715308,Organic Matter Characterization,135,IEWFS000B
724063,Organic Matter Characterization,139,IEWFS000C
724411,Organic Matter Characterization,139,IEWFS000C
769647,Lipidomics,139,IEWFS000C
769704,Lipidomics,139,IEWFS000C
723588,Organic Matter Characterization,140,IEWFS000D
723589,Organic Matter Characterization,140,IEWFS000D
724412,Organic Matter Characterization,140,IEWFS000D
738668,Organic Matter Characterization,140,IEWFS000D
738669,Organic Matter Characterization,140,IEWFS000D
738671,Organic Matter Characterization,140,IEWFS000D
738672,Organic Matter Characterization,140,IEWFS000D
738673,Organic Matter Characterization,140,IEWFS000D
743566,Organic Matter Characterization,140,IEWFS000D
747957,Organic Matter Characterization,140,IEWFS000D
748005,Organic Matter Characterization,140,IEWFS000D
769639,Lipidomics,140,IEWFS000D
771470,Lipidomics,140,IEWFS000D
723591,Organic Matter Characterization,141,IEWFS000E
724064,Organic Matter Characterization,141,IEWFS000E
724413,Organic Matter Characterization,141,IEWFS000E
738674,Organic Matter Characterization,141,IEWFS000E
738675,Organic Matter Characterization,141,IEWFS000E
738676,Organic Matter Characterization,141,IEWFS000E
738677,Organic Matter Characterization,141,IEWFS000E
738678,Organic Matter Characterization,141,IEWFS000E
739465,Organic Matter Characterization,141,IEWFS000E
743567,Organic Matter Characterization,141,IEWFS000E
747938,Organic Matter Characterization,141,IEWFS000E
747986,Organic Matter Characterization,141,IEWFS000E
748034,Organic Matter Characterization,141,IEWFS000E
769663,Lipidomics,141,IEWFS000E
771473,Lipidomics,141,IEWFS000E
723592,Organic Matter Characterization,142,IEWFS000F
723593,Organic Matter Characterization,142,IEWFS000F
724065,Organic Matter Characterization,142,IEWFS000F
723595,Organic Matter Characterization,143,IEWFS000G
724066,Organic Matter Characterization,143,IEWFS000G
724414,Organic Matter Characterization,143,IEWFS000G
738679,Organic Matter Characterization,143,IEWFS000G
738680,Organic Matter Characterization,143,IEWFS000G
738682,Organic Matter Characterization,143,IEWFS000G
738683,Organic Matter Characterization,143,IEWFS000G
738684,Organic Matter Characterization,143,IEWFS000G
739466,Organic Matter Characterization,143,IEWFS000G
743568,Organic Matter Characterization,143,IEWFS000G
747949,Organic Matter Characterization,143,IEWFS000G
747997,Organic Matter Characterization,143,IEWFS000G
769660,Lipidomics,143,IEWFS000G
769692,Lipidomics,143,IEWFS000G
724067,Organic Matter Characterization,144,IEWFS000H
724415,Organic Matter Characterization,144,IEWFS000H
724416,Organic Matter Characterization,144,IEWFS000H
738685,Organic Matter Characterization,144,IEWFS000H
738686,Organic Matter Characterization,144,IEWFS000H
738687,Organic Matter Characterization,144,IEWFS000H
738688,Organic Matter Characterization,144,IEWFS000H
738689,Organic Matter Characterization,144,IEWFS000H
739467,Organic Matter Characterization,144,IEWFS000H
743569,Organic Matter Characterization,144,IEWFS000H
747970,Organic Matter Characterization,144,IEWFS000H
748018,Organic Matter Characterization,144,IEWFS000H
769677,Lipidomics,144,IEWFS000H
769706,Lipidomics,144,IEWFS000H
705715,Organic Matter Characterization,145,IEWFS000I
705716,Organic Matter Characterization,145,IEWFS000I
705717,Organic Matter Characterization,145,IEWFS000I
705718,Organic Matter Characterization,145,IEWFS000I
705719,Organic Matter Characterization,145,IEWFS000I
705720,Organic Matter Characterization,145,IEWFS000I
705721,Organic Matter Characterization,145,IEWFS000I
705935,Organic Matter Characterization,145,IEWFS000I
705936,Organic Matter Characterization,145,IEWFS000I
713584,Organic Matter Characterization,145,IEWFS000I
713593,Organic Matter Characterization,145,IEWFS000I
713602,Organic Matter Characterization,145,IEWFS000I
715138,Organic Matter Characterization,145,IEWFS000I
715139,Organic Matter Characterization,145,IEWFS000I
715140,Organic Matter Characterization,145,IEWFS000I
715309,Organic Matter Characterization,145,IEWFS000I
705722,Organic Matter Characterization,146,IEWFS000J
705723,Organic Matter Characterization,146,IEWFS000J
705724,Organic Matter Characterization,146,IEWFS000J
705725,Organic Matter Characterization,146,IEWFS000J
705726,Organic Matter Characterization,146,IEWFS000J
705727,Organic Matter Characterization,146,IEWFS000J
705728,Organic Matter Characterization,146,IEWFS000J
713585,Organic Matter Characterization,146,IEWFS000J
713594,Organic Matter Characterization,146,IEWFS000J
713603,Organic Matter Characterization,146,IEWFS000J
715141,Organic Matter Characterization,146,IEWFS000J
715142,Organic Matter Characterization,146,IEWFS000J
715143,Organic Matter Characterization,146,IEWFS000J
715310,Organic Matter Characterization,146,IEWFS000J
723597,Organic Matter Characterization,146,IEWFS000J
724068,Organic Matter Characterization,146,IEWFS000J
724417,Organic Matter Characterization,146,IEWFS000J
705729,Organic Matter Characterization,147,IEWFS000K
705730,Organic Matter Characterization,147,IEWFS000K
705731,Organic Matter Characterization,147,IEWFS000K
705732,Organic Matter Characterization,147,IEWFS000K
705733,Organic Matter Characterization,147,IEWFS000K
705734,Organic Matter Characterization,147,IEWFS000K
705735,Organic Matter Characterization,147,IEWFS000K
713586,Organic Matter Characterization,147,IEWFS000K
713595,Organic Matter Characterization,147,IEWFS000K
713604,Organic Matter Characterization,147,IEWFS000K
715145,Organic Matter Characterization,147,IEWFS000K
715146,Organic Matter Characterization,147,IEWFS000K
715311,Organic Matter Characterization,147,IEWFS000K
717361,Organic Matter Characterization,147,IEWFS000K
717368,Organic Matter Characterization,147,IEWFS000K
717369,Organic Matter Characterization,147,IEWFS000K
717370,Organic Matter Characterization,147,IEWFS000K
723598,Organic Matter Characterization,148,IEWFS000L
723599,Organic Matter Characterization,148,IEWFS000L
724418,Organic Matter Characterization,148,IEWFS000L
723600,Organic Matter Characterization,150,IEWFS000N
723601,Organic Matter Characterization,150,IEWFS000N
724419,Organic Matter Characterization,150,IEWFS000N
738690,Organic Matter Characterization,150,IEWFS000N
738691,Organic Matter Characterization,150,IEWFS000N
738692,Organic Matter Characterization,150,IEWFS000N
738693,Organic Matter Characterization,150,IEWFS000N
738694,Organic Matter Characterization,150,IEWFS000N
738695,Organic Matter Characterization,150,IEWFS000N
743570,Organic Matter Characterization,150,IEWFS000N
747962,Organic Matter Characterization,150,IEWFS000N
748010,Organic Matter Characterization,150,IEWFS000N
769659,Lipidomics,150,IEWFS000N
769703,Lipidomics,150,IEWFS000N
723602,Organic Matter Characterization,151,IEWFS000O
724069,Organic Matter Characterization,151,IEWFS000O
724420,Organic Matter Characterization,151,IEWFS000O
738696,Organic Matter Characterization,151,IEWFS000O
738697,Organic Matter Characterization,151,IEWFS000O
738698,Organic Matter Characterization,151,IEWFS000O
738699,Organic Matter Characterization,151,IEWFS000O
738700,Organic Matter Characterization,151,IEWFS000O
739468,Organic Matter Characterization,151,IEWFS000O
743571,Organic Matter Characterization,151,IEWFS000O
747985,Organic Matter Characterization,151,IEWFS000O
748033,Organic Matter Characterization,151,IEWFS000O
769697,Lipidomics,151,IEWFS000O
769698,Lipidomics,151,IEWFS000O
723603,Organic Matter Characterization,152,IEWFS000P
724070,Organic Matter Characterization,152,IEWFS000P
724421,Organic Matter Characterization,152,IEWFS000P
738701,Organic Matter Characterization,152,IEWFS000P
738702,Organic Matter Characterization,152,IEWFS000P
738704,Organic Matter Characterization,152,IEWFS000P
738705,Organic Matter Characterization,152,IEWFS000P
738706,Organic Matter Characterization,152,IEWFS000P
739469,Organic Matter Characterization,152,IEWFS000P
743572,Organic Matter Characterization,152,IEWFS000P
747950,Organic Matter Characterization,152,IEWFS000P
747998,Organic Matter Characterization,152,IEWFS000P
769635,Lipidomics,152,IEWFS000P
771481,Lipidomics,152,IEWFS000P
724071,Organic Matter Characterization,153,IEWFS000Q
724422,Organic Matter Characterization,153,IEWFS000Q
723609,Organic Matter Characterization,157,IEWFS000R
724074,Organic Matter Characterization,157,IEWFS000R
724423,Organic Matter Characterization,157,IEWFS000R
738720,Organic Matter Characterization,157,IEWFS000R
738721,Organic Matter Characterization,157,IEWFS000R
738722,Organic Matter Characterization,157,IEWFS000R
738723,Organic Matter Characterization,157,IEWFS000R
738724,Organic Matter Characterization,157,IEWFS000R
739471,Organic Matter Characterization,157,IEWFS000R
743575,Organic Matter Characterization,157,IEWFS000R
747948,Organic Matter Characterization,157,IEWFS000R
747996,Organic Matter Characterization,157,IEWFS000R
769636,Lipidomics,157,IEWFS000R
769681,Lipidomics,157,IEWFS000R
723610,Organic Matter Characterization,158,IEWFS000S
724075,Organic Matter Characterization,158,IEWFS000S
724424,Organic Matter Characterization,158,IEWFS000S
738725,Organic Matter Characterization,158,IEWFS000S
738726,Organic Matter Characterization,158,IEWFS000S
738727,Organic Matter Characterization,158,IEWFS000S
738728,Organic Matter Characterization,158,IEWFS000S
738729,Organic Matter Characterization,158,IEWFS000S
739472,Organic Matter Characterization,158,IEWFS000S
743576,Organic Matter Characterization,158,IEWFS000S
747942,Organic Matter Characterization,158,IEWFS000S
747990,Organic Matter Characterization,158,IEWFS000S
748038,Organic Matter Characterization,158,IEWFS000S
769652,Lipidomics,158,IEWFS000S
769656,Lipidomics,158,IEWFS000S
723612,Organic Matter Characterization,181,IEWFS000U
723613,Organic Matter Characterization,181,IEWFS000U
724077,Organic Matter Characterization,181,IEWFS000U
738735,Organic Matter Characterization,181,IEWFS000U
738737,Organic Matter Characterization,181,IEWFS000U
738738,Organic Matter Characterization,181,IEWFS000U
738739,Organic Matter Characterization,181,IEWFS000U
738740,Organic Matter Characterization,181,IEWFS000U
739474,Organic Matter Characterization,181,IEWFS000U
743578,Organic Matter Characterization,181,IEWFS000U
747978,Organic Matter Characterization,181,IEWFS000U
749033,Organic Matter Characterization,181,IEWFS000U
749046,Organic Matter Characterization,181,IEWFS000U
769661,Lipidomics,181,IEWFS000U
769680,Lipidomics,181,IEWFS000U
723614,Organic Matter Characterization,182,IEWFS000V
723615,Organic Matter Characterization,182,IEWFS000V
724078,Organic Matter Characterization,182,IEWFS000V
731079,Organic Matter Characterization,182,IEWFS000V
738743,Organic Matter Characterization,182,IEWFS000V
738744,Organic Matter Characterization,182,IEWFS000V
738745,Organic Matter Characterization,182,IEWFS000V
743579,Organic Matter Characterization,182,IEWFS000V
747951,Organic Matter Characterization,182,IEWFS000V
747999,Organic Matter Characterization,182,IEWFS000V
769670,Lipidomics,182,IEWFS000V
769673,Lipidomics,182,IEWFS000V
724079,Organic Matter Characterization,183,IEWFS000W
724427,Organic Matter Characterization,183,IEWFS000W
724428,Organic Matter Characterization,183,IEWFS000W
738746,Organic Matter Characterization,183,IEWFS000W
738747,Organic Matter Characterization,183,IEWFS000W
738748,Organic Matter Characterization,183,IEWFS000W
738749,Organic Matter Characterization,183,IEWFS000W
738750,Organic Matter Characterization,183,IEWFS000W
739475,Organic Matter Characterization,183,IEWFS000W
743580,Organic Matter Characterization,183,IEWFS000W
748032,Organic Matter Characterization,183,IEWFS000W
749034,Organic Matter Characterization,183,IEWFS000W
749047,Organic Matter Characterization,183,IEWFS000W
769674,Lipidomics,183,IEWFS000W
769675,Lipidomics,183,IEWFS000W
723617,Organic Matter Characterization,184,IEWFS000X
723618,Organic Matter Characterization,184,IEWFS000X
724429,Organic Matter Characterization,184,IEWFS000X
738751,Organic Matter Characterization,184,IEWFS000X
738752,Organic Matter Characterization,184,IEWFS000X
738753,Organic Matter Characterization,184,IEWFS000X
738754,Organic Matter Characterization,184,IEWFS000X
738755,Organic Matter Characterization,184,IEWFS000X
738756,Organic Matter Characterization,184,IEWFS000X
743581,Organic Matter Characterization,184,IEWFS000X
747964,Organic Matter Characterization,184,IEWFS000X
748012,Organic Matter Characterization,184,IEWFS000X
769648,Lipidomics,184,IEWFS000X
769691,Lipidomics,184,IEWFS000X
724080,Organic Matter Characterization,185,IEWFS000Y
724430,Organic Matter Characterization,185,IEWFS000Y
724431,Organic Matter Characterization,185,IEWFS000Y
738757,Organic Matter Characterization,185,IEWFS000Y
738758,Organic Matter Characterization,185,IEWFS000Y
738759,Organic Matter Characterization,185,IEWFS000Y
738760,Organic Matter Characterization,185,IEWFS000Y
738761,Organic Matter Characterization,185,IEWFS000Y
739476,Organic Matter Characterization,185,IEWFS000Y
743582,Organic Matter Characterization,185,IEWFS000Y
747983,Organic Matter Characterization,185,IEWFS000Y
748031,Organic Matter Characterization,185,IEWFS000Y
769655,Lipidomics,185,IEWFS000Y
771478,Lipidomics,185,IEWFS000Y
723621,Organic Matter Characterization,186,IEWFS000Z
723622,Organic Matter Characterization,186,IEWFS000Z
724081,Organic Matter Characterization,186,IEWFS000Z
724432,Organic Matter Characterization,186,IEWFS000Z
724433,Organic Matter Characterization,186,IEWFS000Z
738762,Organic Matter Characterization,186,IEWFS000Z
738763,Organic Matter Characterization,186,IEWFS000Z
738764,Organic Matter Characterization,186,IEWFS000Z
738765,Organic Matter Characterization,186,IEWFS000Z
738766,Organic Matter Characterization,186,IEWFS000Z
739477,Organic Matter Characterization,186,IEWFS000Z
743583,Organic Matter Characterization,186,IEWFS000Z
747968,Organic Matter Characterization,186,IEWFS000Z
748016,Organic Matter Characterization,186,IEWFS000Z
769700,Lipidomics,186,IEWFS000Z
771482,Lipidomics,186,IEWFS000Z
724082,Organic Matter Characterization,193,IEWFS0010
724434,Organic Matter Characterization,193,IEWFS0010
738767,Organic Matter Characterization,193,IEWFS0010
738768,Organic Matter Characterization,193,IEWFS0010
738769,Organic Matter Characterization,193,IEWFS0010
738770,Organic Matter Characterization,193,IEWFS0010
738771,Organic Matter Characterization,193,IEWFS0010
738772,Organic Matter Characterization,193,IEWFS0010
743584,Organic Matter Characterization,193,IEWFS0010
747958,Organic Matter Characterization,193,IEWFS0010
748006,Organic Matter Characterization,193,IEWFS0010
769676,Lipidomics,193,IEWFS0010
769759,Lipidomics,193,IEWFS0010
724083,Organic Matter Characterization,194,IEWFS0011
724435,Organic Matter Characterization,194,IEWFS0011
738773,Organic Matter Characterization,194,IEWFS0011
738774,Organic Matter Characterization,194,IEWFS0011
738775,Organic Matter Characterization,194,IEWFS0011
738776,Organic Matter Characterization,194,IEWFS0011
738777,Organic Matter Characterization,194,IEWFS0011
739478,Organic Matter Characterization,194,IEWFS0011
743585,Organic Matter Characterization,194,IEWFS0011
747982,Organic Matter Characterization,194,IEWFS0011
748030,Organic Matter Characterization,194,IEWFS0011
769690,Lipidomics,194,IEWFS0011
771490,Lipidomics,194,IEWFS0011
723625,Organic Matter Characterization,195,IEWFS0012
723626,Organic Matter Characterization,195,IEWFS0012
724084,Organic Matter Characterization,195,IEWFS0012
738778,Organic Matter Characterization,195,IEWFS0012
738779,Organic Matter Characterization,195,IEWFS0012
738780,Organic Matter Characterization,195,IEWFS0012
738781,Organic Matter Characterization,195,IEWFS0012
738782,Organic Matter Characterization,195,IEWFS0012
739479,Organic Matter Characterization,195,IEWFS0012
743586,Organic Matter Characterization,195,IEWFS0012
749035,Organic Matter Characterization,195,IEWFS0012
749048,Organic Matter Characterization,195,IEWFS0012
769640,Lipidomics,195,IEWFS0012
769756,Lipidomics,195,IEWFS0012
738783,Organic Matter Characterization,196,IEWFS0013
738784,Organic Matter Characterization,196,IEWFS0013
738785,Organic Matter Characterization,196,IEWFS0013
738786,Organic Matter Characterization,196,IEWFS0013
738787,Organic Matter Characterization,196,IEWFS0013
739480,Organic Matter Characterization,196,IEWFS0013
743587,Organic Matter Characterization,196,IEWFS0013
747981,Organic Matter Characterization,196,IEWFS0013
748029,Organic Matter Characterization,196,IEWFS0013
769684,Lipidomics,196,IEWFS0013
769763,Lipidomics,196,IEWFS0013
724085,Organic Matter Characterization,197,IEWFS0014
724436,Organic Matter Characterization,197,IEWFS0014
738788,Organic Matter Characterization,197,IEWFS0014
738791,Organic Matter Characterization,197,IEWFS0014
738792,Organic Matter Characterization,197,IEWFS0014
738793,Organic Matter Characterization,197,IEWFS0014
739481,Organic Matter Characterization,197,IEWFS0014
743588,Organic Matter Characterization,197,IEWFS0014
747956,Organic Matter Characterization,197,IEWFS0014
748004,Organic Matter Characterization,197,IEWFS0014
769683,Lipidomics,197,IEWFS0014
771484,Lipidomics,197,IEWFS0014
723628,Organic Matter Characterization,198,IEWFS0015
723629,Organic Matter Characterization,198,IEWFS0015
724086,Organic Matter Characterization,198,IEWFS0015
738794,Organic Matter Characterization,198,IEWFS0015
738795,Organic Matter Characterization,198,IEWFS0015
738796,Organic Matter Characterization,198,IEWFS0015
738797,Organic Matter Characterization,198,IEWFS0015
738798,Organic Matter Characterization,198,IEWFS0015
738799,Organic Matter Characterization,198,IEWFS0015
743589,Organic Matter Characterization,198,IEWFS0015
749036,Organic Matter Characterization,198,IEWFS0015
749049,Organic Matter Characterization,198,IEWFS0015
769679,Lipidomics,198,IEWFS0015
769757,Lipidomics,198,IEWFS0015
723630,Organic Matter Characterization,202,IEWFS0016
724087,Organic Matter Characterization,202,IEWFS0016
724437,Organic Matter Characterization,202,IEWFS0016
738800,Organic Matter Characterization,202,IEWFS0016
738802,Organic Matter Characterization,202,IEWFS0016
738803,Organic Matter Characterization,202,IEWFS0016
738804,Organic Matter Characterization,202,IEWFS0016
738805,Organic Matter Characterization,202,IEWFS0016
739482,Organic Matter Characterization,202,IEWFS0016
743590,Organic Matter Characterization,202,IEWFS0016
747963,Organic Matter Characterization,202,IEWFS0016
749029,Organic Matter Characterization,202,IEWFS0016
749042,Organic Matter Characterization,202,IEWFS0016
769696,Lipidomics,202,IEWFS0016
769746,Lipidomics,202,IEWFS0016
724088,Organic Matter Characterization,203,IEWFS0017
724438,Organic Matter Characterization,203,IEWFS0017
738806,Organic Matter Characterization,203,IEWFS0017
738808,Organic Matter Characterization,203,IEWFS0017
738809,Organic Matter Characterization,203,IEWFS0017
738810,Organic Matter Characterization,203,IEWFS0017
738811,Organic Matter Characterization,203,IEWFS0017
743591,Organic Matter Characterization,203,IEWFS0017
747959,Organic Matter Characterization,203,IEWFS0017
748007,Organic Matter Characterization,203,IEWFS0017
749030,Organic Matter Characterization,203,IEWFS0017
749043,Organic Matter Characterization,203,IEWFS0017
769705,Lipidomics,203,IEWFS0017
769755,Lipidomics,203,IEWFS0017
723632,Organic Matter Characterization,204,IEWFS0018
723633,Organic Matter Characterization,204,IEWFS0018
724089,Organic Matter Characterization,204,IEWFS0018
738814,Organic Matter Characterization,204,IEWFS0018
738815,Organic Matter Characterization,204,IEWFS0018
738816,Organic Matter Characterization,204,IEWFS0018
743592,Organic Matter Characterization,204,IEWFS0018
747955,Organic Matter Characterization,204,IEWFS0018
749027,Organic Matter Characterization,204,IEWFS0018
749040,Organic Matter Characterization,204,IEWFS0018
769671,Lipidomics,204,IEWFS0018
769745,Lipidomics,204,IEWFS0018
713140,Organic Matter Characterization,355,IEWFS0019
713143,Organic Matter Characterization,355,IEWFS0019
713148,Organic Matter Characterization,355,IEWFS0019
713153,Organic Matter Characterization,355,IEWFS0019
713579,Organic Matter Characterization,355,IEWFS0019
713588,Organic Matter Characterization,355,IEWFS0019
713597,Organic Matter Characterization,355,IEWFS0019
715124,Organic Matter Characterization,355,IEWFS0019
715125,Organic Matter Characterization,355,IEWFS0019
715312,Organic Matter Characterization,355,IEWFS0019
715313,Organic Matter Characterization,355,IEWFS0019
715314,Organic Matter Characterization,355,IEWFS0019
723634,Organic Matter Characterization,355,IEWFS0019
723635,Organic Matter Characterization,355,IEWFS0019
724090,Organic Matter Characterization,355,IEWFS0019
738817,Organic Matter Characterization,355,IEWFS0019
738818,Organic Matter Characterization,355,IEWFS0019
738819,Organic Matter Characterization,355,IEWFS0019
